1368	1650
1410	1377
1428	1149
1386	990
1443	696
1449	393
1437	93
1374	42
1299	171
1158	285
1158	408
1140	654
1212	861
1197	993
1173	1143
981	1422
465	1314
405	1260
270	1266
63	1062
597	849
501	846
321	888
480	105
447	165
354	165
144	81
33	54
84	240
60	423
171	480
234	504
108	609
63	1059
123	1383
27	1584
